class,sound_id,name,subclass,subclass_label,subclass_size,is_largest_subclass,similarity_to_center,umap_x,umap_y
glass,521345,ZXAudiocraft - Glass - Debris 023.wav,3,a bright high-pitched metallic ring,44,0,0.8341,8.434,9.1361
glass,529301,Glass Break.boaay,1,a single sharp instant crack,61,0,0.6386,13.7166,5.5286
glass,544105,Glass Breaking.wav,1,a single sharp instant crack,61,0,0.8169,11.9013,4.7666
glass,546661,Breaking Glass 03.wav,0,a long sustained shattering with debris,78,1,0.6769,12.6784,6.2148
glass,546662,Breaking Glass 06.wav,0,a long sustained shattering with debris,78,1,0.6638,12.5866,6.2035
glass,546663,Breaking Glass 04.wav,0,a long sustained shattering with debris,78,1,0.8352,10.5365,6.1085
glass,546664,Breaking Glass 09.wav,0,a long sustained shattering with debris,78,1,0.554,12.2984,8.3384
glass,546665,Breaking Glass 08.wav,3,a bright high-pitched metallic ring,44,0,0.7279,12.0457,8.4825
glass,546666,Breaking Glass 05.wav,3,a bright high-pitched metallic ring,44,0,0.8598,12.1127,8.4182
glass,546667,Breaking Glass 07.wav,0,a long sustained shattering with debris,78,1,0.7481,12.1997,8.4238
glass,546668,Breaking Glass 10.wav,0,a long sustained shattering with debris,78,1,0.8387,13.3246,7.6154
glass,546669,Breaking Glass 02.wav,0,a long sustained shattering with debris,78,1,0.8985,12.2545,7.9472
glass,546670,Breaking Glass 01.wav,0,a long sustained shattering with debris,78,1,0.8456,12.2038,8.2353
glass,554563,Glass Shatter 3.wav,0,a long sustained shattering with debris,78,1,0.8719,10.9967,4.5528
glass,554564,Glass Shatter 2.wav,0,a long sustained shattering with debris,78,1,0.9099,11.0388,4.7395
glass,554565,Glass Shatter 1.wav,0,a long sustained shattering with debris,78,1,0.8738,10.934,4.851
glass,554566,Glass Shatter  4.wav,0,a long sustained shattering with debris,78,1,0.8159,10.9031,4.5706
glass,554568,Glass Shatter 7.wav,0,a long sustained shattering with debris,78,1,0.851,10.9547,4.6254
glass,554569,Glass Shatter 6.wav,0,a long sustained shattering with debris,78,1,0.8714,10.8307,4.6171
glass,554570,Glass Shatter 5.wav,0,a long sustained shattering with debris,78,1,0.847,10.9585,4.5013
glass,559358,glass shattered in container sound effect,0,a long sustained shattering with debris,78,1,0.8592,11.251,5.027
glass,560767,Breaking Glass 2,1,a single sharp instant crack,61,0,0.6427,10.1533,6.9404
glass,560768,Breaking Glass 3,1,a single sharp instant crack,61,0,0.7144,10.2655,6.732
glass,566197,Glass_Smash.wav,0,a long sustained shattering with debris,78,1,0.8828,13.1095,5.9508
glass,583065,FX SaSc Glass Tiles Shatter Crash.wav,0,a long sustained shattering with debris,78,1,0.8344,11.2342,5.0238
glass,593135,Glass Breaking.wav,1,a single sharp instant crack,61,0,0.5848,12.0069,4.342
glass,654285,Glass bottle breaking.wav,0,a long sustained shattering with debris,78,1,0.8,11.2791,4.5048
glass,660214,Heavy glass break 1,0,a long sustained shattering with debris,78,1,0.7644,13.7323,5.333
glass,673770,Glass Breaking,1,a single sharp instant crack,61,0,0.7128,13.6367,5.4399
glass,686849,glass shatter,2,a crunchy gritty texture,17,0,0.688,8.4442,9.5679
glass,735003,Breaking Glass Jar on Cement,1,a single sharp instant crack,61,0,0.8575,13.6218,4.4034
glass,758207,Glass panel shattering,0,a long sustained shattering with debris,78,1,0.7399,13.6473,7.4412
glass,778586,Glass_Shards_Being_Moved_02,2,a crunchy gritty texture,17,0,0.7877,8.5897,9.9719
glass,778587,Glass_Shards_Being_Moved_03,2,a crunchy gritty texture,17,0,0.8969,8.3521,9.792
glass,778589,Glass_Shards_Being_Moved_05,2,a crunchy gritty texture,17,0,0.8668,8.1613,9.5675
glass,778590,Glass_Shards_Being_Moved_06,2,a crunchy gritty texture,17,0,0.8863,8.3875,9.8182
glass,778591,Glass_Shards_Being_Moved_07,2,a crunchy gritty texture,17,0,0.8541,8.257,9.7673
glass,778592,Glass_Shards_Being_Moved_08,2,a crunchy gritty texture,17,0,0.8882,8.3057,9.7552
glass,778594,Glass_Shards_Crunching_01,2,a crunchy gritty texture,17,0,0.7852,9.0468,10.2108
glass,778595,Glass_Shards_Crunching_02,2,a crunchy gritty texture,17,0,0.8343,8.8747,10.103
glass,778597,Glass_Shards_Crunching_04,2,a crunchy gritty texture,17,0,0.8382,8.9366,10.0689
glass,778599,Glass_Shards_Crunching_06,2,a crunchy gritty texture,17,0,0.7354,8.9545,10.0651
glass,778600,Glass_Shards_Crunching_07,2,a crunchy gritty texture,17,0,0.8532,8.8302,10.1334
glass,778601,Glass_Shards_Crunching_08,1,a single sharp instant crack,61,0,0.4837,9.2548,10.3938
glass,778604,Glass_Shards_Impact_01,3,a bright high-pitched metallic ring,44,0,0.8619,9.014,8.5934
glass,778605,Glass_Shards_Impact_02,3,a bright high-pitched metallic ring,44,0,0.9291,9.212,8.1271
glass,778606,Glass_Shards_Impact_03,3,a bright high-pitched metallic ring,44,0,0.8501,8.7012,8.9344
glass,778607,Glass_Shards_Impact_04,3,a bright high-pitched metallic ring,44,0,0.9197,9.2171,8.1729
glass,778608,Glass_Shards_Impact_05,3,a bright high-pitched metallic ring,44,0,0.8227,9.3592,7.882
glass,784151,Glass break hammer,0,a long sustained shattering with debris,78,1,0.8613,11.2334,5.4408
glass,814954,Ice Shatter SFX,1,a single sharp instant crack,61,0,0.7804,13.0317,3.3325
glass,825803,Glass Bottle Shatter,1,a single sharp instant crack,61,0,0.8052,12.9039,3.1591
glass,84705,Glass Breaking.wav,0,a long sustained shattering with debris,78,1,0.7409,13.6588,6.8687
glass,848281,Glass Break 1,0,a long sustained shattering with debris,78,1,0.7737,12.7194,6.4033
glass,848282,Glass Break 10,0,a long sustained shattering with debris,78,1,0.8934,12.9771,5.6883
glass,848283,Glass Break 2,0,a long sustained shattering with debris,78,1,0.9177,12.1689,6.2981
glass,848284,Glass Break 3,0,a long sustained shattering with debris,78,1,0.8291,12.7442,6.4655
glass,848285,Glass Break 4,0,a long sustained shattering with debris,78,1,0.8944,11.8221,5.8401
glass,848286,Glass Break 5,0,a long sustained shattering with debris,78,1,0.8533,12.4449,6.5256
glass,848287,Glass Break 6,0,a long sustained shattering with debris,78,1,0.8841,12.1127,6.3397
glass,848288,Glass Break 7,0,a long sustained shattering with debris,78,1,0.9256,11.8888,6.2942
glass,848289,Glass Break 8,0,a long sustained shattering with debris,78,1,0.8177,13.6982,6.4346
glass,848290,Glass Break 9,0,a long sustained shattering with debris,78,1,0.9186,12.0269,6.199
glass,848312,Glass Smash,0,a long sustained shattering with debris,78,1,0.806,11.4432,6.1945
glass,85168,jf Glass Breaking.wav,0,a long sustained shattering with debris,78,1,0.8192,11.0878,5.9932
glass,85184,mp glass break.wav,0,a long sustained shattering with debris,78,1,0.7407,13.3538,6.8868
glass,853695,Breaking Glass 1,3,a bright high-pitched metallic ring,44,0,0.9475,8.9267,8.2899
glass,853696,Breaking Glass 2,3,a bright high-pitched metallic ring,44,0,0.8704,8.57,8.656
glass,853697,Breaking Glass 3,3,a bright high-pitched metallic ring,44,0,0.9118,9.0599,8.383
glass,853698,Breaking Glass 4,3,a bright high-pitched metallic ring,44,0,0.9034,8.5473,8.5224
glass,853699,Breaking Glass 5,3,a bright high-pitched metallic ring,44,0,0.9025,8.5621,8.5073
glass,853700,Breaking Glass 6,3,a bright high-pitched metallic ring,44,0,0.9409,8.5971,8.4551
glass,853701,Breaking Glass 7,3,a bright high-pitched metallic ring,44,0,0.8854,8.5183,8.4737
glass,853702,Breaking Glass 8,3,a bright high-pitched metallic ring,44,0,0.8225,8.345,8.7391
glass,853703,Breaking Glass 9,2,a crunchy gritty texture,17,0,0.8461,8.2484,9.212
glass,861042,Hard Glass Break 1,0,a long sustained shattering with debris,78,1,0.793,12.1608,5.8669
glass,861043,Hard Glass Break 2,0,a long sustained shattering with debris,78,1,0.8938,12.0319,6.3936
glass,861044,Hard Glass Break 3,0,a long sustained shattering with debris,78,1,0.7806,12.394,6.5382
glass,977,RBH Glass_Break 01.wav,0,a long sustained shattering with debris,78,1,0.8375,10.4561,6.6048
glass,978,RBH Glass_Break 02.wav,3,a bright high-pitched metallic ring,44,0,0.8109,9.6704,7.3693
glass,979,RBH Glass_Break 03.wav,3,a bright high-pitched metallic ring,44,0,0.762,9.7329,7.3956
glass,980,RBH Glass_Break 04.wav,0,a long sustained shattering with debris,78,1,0.7691,10.6905,6.4738
glass,981,RBH Glass_Break 05.wav,3,a bright high-pitched metallic ring,44,0,0.7222,9.6246,7.5525
impact,113152,hits_bathroomStomp1.wav,0,a deep low boom or rumble,20,0,0.7593,0.3747,12.7557
impact,115792,Hit 2.wav,2,a bright high-pitched metallic ring,28,0,0.36,11.5094,8.7229
impact,158923,Jembay Hit 1 Center.wav,3,a short clean tap or click,24,0,0.8043,0.0491,9.7419
impact,158924,Jembay Hit 1 Center closed .wav,3,a short clean tap or click,24,0,0.7389,0.3677,9.5337
impact,158927,Jembay Hit 10 Center.wav,3,a short clean tap or click,24,0,0.7589,0.3413,9.1018
impact,158930,Jembay Hit 11 Center.wav,3,a short clean tap or click,24,0,0.7658,0.3875,9.0495
impact,158938,Jembay Hit 9 Center.wav,3,a short clean tap or click,24,0,0.7074,0.3077,9.0031
impact,158941,Jembay Hit 3 Center.wav,3,a short clean tap or click,24,0,0.7888,0.3717,9.4461
impact,158945,Jembay Hit 4 Center.wav,3,a short clean tap or click,24,0,0.8466,0.3037,9.5876
impact,158948,Jembay Hit 8 Center.wav,3,a short clean tap or click,24,0,0.8259,0.2821,9.1581
impact,158952,Jembay Hit 12 Center.wav,3,a short clean tap or click,24,0,0.7091,0.3484,9.0209
impact,158959,Djembe Hit 2 Center.wav,3,a short clean tap or click,24,0,0.8466,0.2684,9.4594
impact,158960,Djembe Hit 7 Center.wav,3,a short clean tap or click,24,0,0.8081,0.4299,9.4155
impact,158966,Djembe Hit 6 Center.wav,3,a short clean tap or click,24,0,0.8827,0.5432,9.4735
impact,164563,Door impact 4.wav,0,a deep low boom or rumble,20,0,0.7716,0.017,13.9985
impact,164564,Door impact 3.wav,0,a deep low boom or rumble,20,0,0.8678,0.2589,13.8395
impact,164565,Door impact 2.wav,0,a deep low boom or rumble,20,0,0.8713,0.1048,13.9911
impact,164566,Door impact 1.wav,0,a deep low boom or rumble,20,0,0.7912,0.1466,14.1048
impact,164567,Door impact 8.wav,0,a deep low boom or rumble,20,0,0.7586,0.0667,14.1579
impact,164568,Door impact 7.wav,0,a deep low boom or rumble,20,0,0.8525,0.0563,13.9592
impact,164569,Door impact 6.wav,0,a deep low boom or rumble,20,0,0.8723,-0.0738,13.7893
impact,164570,Door impact 5.wav,0,a deep low boom or rumble,20,0,0.7462,0.2569,14.242
impact,190020,Hit on wood - 2,3,a short clean tap or click,24,0,0.6999,0.2585,12.3987
impact,190023,Hit on wood - 7,0,a deep low boom or rumble,20,0,0.7094,0.5003,13.0167
impact,190026,Theatre 3 hits,0,a deep low boom or rumble,20,0,0.5696,0.2006,12.6566
impact,208912,saucepan4hits.wav,3,a short clean tap or click,24,0,0.3863,-0.2508,9.8185
impact,220075,Hit+mouv_short03.wav,2,a bright high-pitched metallic ring,28,0,0.6848,-2.0478,11.8156
impact,220076,Hit_loin_short01.wav,2,a bright high-pitched metallic ring,28,0,0.841,-2.0862,11.4469
impact,220077,Hit+mouv_short01.wav,2,a bright high-pitched metallic ring,28,0,0.7317,-2.2636,11.7995
impact,220078,Hit+mouv_short02.wav,2,a bright high-pitched metallic ring,28,0,0.7842,-2.2005,11.8005
impact,220079,Hit_loin_short04.wav,2,a bright high-pitched metallic ring,28,0,0.8226,-2.3318,11.6287
impact,220081,Hit_loin_short02.wav,2,a bright high-pitched metallic ring,28,0,0.7822,-2.0925,11.5241
impact,220082,Hit_loin_short03.wav,2,a bright high-pitched metallic ring,28,0,0.8166,-2.138,11.5209
impact,220097,RevHit_short02.wav,2,a bright high-pitched metallic ring,28,0,0.7961,-2.1617,11.6436
impact,220098,RevHit_short01.wav,2,a bright high-pitched metallic ring,28,0,0.8135,-2.1738,11.5518
impact,220100,RevHit_short03.wav,2,a bright high-pitched metallic ring,28,0,0.787,-2.0749,11.3556
impact,240991,book-impact-01.aif,0,a deep low boom or rumble,20,0,0.6927,0.5174,13.5451
impact,240992,book-impact-08.aif,0,a deep low boom or rumble,20,0,0.886,0.4903,13.4767
impact,240993,book-impact-07.aif,0,a deep low boom or rumble,20,0,0.6758,0.4451,13.4297
impact,240996,book-impact-10.aif,0,a deep low boom or rumble,20,0,0.7499,0.393,13.4623
impact,240997,book-impact-09.aif,0,a deep low boom or rumble,20,0,0.733,0.4249,13.4923
impact,246278,D Guitar Chord Hit Percussion.wav,4,a noisy distorted blast,14,0,0.7597,-0.4616,7.565
impact,246279,C Guitar Chord Hit Percussion.wav,4,a noisy distorted blast,14,0,0.7578,-0.5129,7.4821
impact,246280,B Guitar Chord Hit Percussion.wav,4,a noisy distorted blast,14,0,0.7947,-0.4656,7.5529
impact,246282,Guitar Snare High Hit.wav,3,a short clean tap or click,24,0,0.6247,0.3411,12.2527
impact,246283,G Guitar Chord Hit Percussion.wav,4,a noisy distorted blast,14,0,0.7712,-0.5459,7.5112
impact,246284,F Guitar Chord Hit Percussion.wav,4,a noisy distorted blast,14,0,0.7512,-0.5467,7.4819
impact,246285,E Guitar Chord Hit Percussion.wav,4,a noisy distorted blast,14,0,0.797,-0.5074,7.5167
impact,27725,Hits02.wav,6,a synthetic electronic sound effect,26,0,0.8564,13.3818,10.0449
impact,27726,Hits03.wav,6,a synthetic electronic sound effect,26,0,0.8592,13.503,10.2401
impact,27727,Hits04.wav,6,a synthetic electronic sound effect,26,0,0.8576,13.7975,10.2398
impact,27729,Hits06.wav,6,a synthetic electronic sound effect,26,0,0.813,13.538,10.4681
impact,27730,Hits07.wav,6,a synthetic electronic sound effect,26,0,0.778,13.6751,10.4378
impact,27731,Hits08.wav,6,a synthetic electronic sound effect,26,0,0.7823,13.4824,10.698
impact,27733,Hits10.wav,6,a synthetic electronic sound effect,26,0,0.755,13.4627,10.6013
impact,27734,Hits11.wav,6,a synthetic electronic sound effect,26,0,0.7759,13.7541,10.6474
impact,27735,Hits12.wav,6,a synthetic electronic sound effect,26,0,0.732,13.6113,10.8418
impact,27742,Hits13.wav,6,a synthetic electronic sound effect,26,0,0.6877,13.0869,10.2198
impact,27743,Hits14.wav,6,a synthetic electronic sound effect,26,0,0.6054,13.9163,10.6941
impact,27744,Hits15.wav,6,a synthetic electronic sound effect,26,0,0.6867,13.2447,10.3382
impact,27745,Hits16.wav,6,a synthetic electronic sound effect,26,0,0.8104,13.7266,10.2684
impact,27746,Hits17.wav,6,a synthetic electronic sound effect,26,0,0.7884,13.8876,10.2727
impact,27747,Hits18.wav,6,a synthetic electronic sound effect,26,0,0.7802,13.555,9.9202
impact,27748,Hits19.wav,6,a synthetic electronic sound effect,26,0,0.7454,13.9136,10.5108
impact,27749,Hits20.wav,6,a synthetic electronic sound effect,26,0,0.8231,14.0245,10.2566
impact,27750,Hits21.wav,6,a synthetic electronic sound effect,26,0,0.7806,13.5854,10.0369
impact,27751,Hits22.wav,6,a synthetic electronic sound effect,26,0,0.5719,13.2439,10.0608
impact,27752,Hits23.wav,6,a synthetic electronic sound effect,26,0,0.6024,12.9615,10.0592
impact,27753,Hits24.wav,6,a synthetic electronic sound effect,26,0,0.5332,12.8871,10.219
impact,28175,Hits26.wav,1,a single sharp instant crack,22,0,0.5884,12.8991,9.3696
impact,28176,Hits27.wav,1,a single sharp instant crack,22,0,0.6296,12.7295,9.5002
impact,28177,Hits28.wav,6,a synthetic electronic sound effect,26,0,0.4689,13.206,9.6068
impact,28178,Hits29.wav,6,a synthetic electronic sound effect,26,0,0.4925,13.1081,9.4879
impact,28180,Hits31.wav,6,a synthetic electronic sound effect,26,0,0.5288,13.3632,9.6551
impact,28181,Hits32.wav,6,a synthetic electronic sound effect,26,0,0.4689,12.7889,9.6803
impact,30235,Hits40.wav,7,a dry organic recorded thud,31,0,0.4872,10.356,7.9572
impact,334411,Hits2_omni.wav,3,a short clean tap or click,24,0,0.326,0.303,11.5083
impact,340279,Medium_Impact_Man_OS.wav,0,a deep low boom or rumble,20,0,0.665,0.8324,13.355
impact,340285,Medium_Impact_Girl_OS.wav,0,a deep low boom or rumble,20,0,0.6437,0.8382,13.5486
impact,340287,Deep_Impact_Girl_OS.wav,0,a deep low boom or rumble,20,0,0.7188,0.9279,13.4379
impact,381585,snd_ImpactHeavyMetal01.wav,5,a long sustained shattering with debris,35,1,0.7483,4.6054,13.7174
impact,381586,snd_ImpactHeavyWall03.wav,5,a long sustained shattering with debris,35,1,0.9066,4.3816,14.9263
impact,381587,snd_ImpactHeavyWall02.wav,5,a long sustained shattering with debris,35,1,0.8998,4.487,14.7801
impact,381588,snd_ImpactHeavyWall01.wav,5,a long sustained shattering with debris,35,1,0.9067,4.3371,14.7957
impact,381589,snd_ImpactHeavyMetal05.wav,5,a long sustained shattering with debris,35,1,0.845,4.5478,13.9866
impact,381590,snd_ImpactHeavyWood01.wav,5,a long sustained shattering with debris,35,1,0.6536,4.1713,13.9369
impact,381591,snd_ImpactHeavyWall04.wav,5,a long sustained shattering with debris,35,1,0.8465,4.2766,15.0033
impact,381593,snd_ImpactSmallWood02.wav,5,a long sustained shattering with debris,35,1,0.8632,4.592,15.0217
impact,381594,snd_ImpactSmallWood03.wav,5,a long sustained shattering with debris,35,1,0.8892,4.6423,13.9752
impact,381595,snd_ImpactSmallMetal02.wav,5,a long sustained shattering with debris,35,1,0.6517,5.1494,14.7488
impact,381596,snd_ImpactSmallMetal03.wav,5,a long sustained shattering with debris,35,1,0.8032,5.2305,14.7988
impact,381597,snd_ImpactSmallWood06.wav,5,a long sustained shattering with debris,35,1,0.7892,4.6946,13.5732
impact,381598,snd_ImpactNormalWood01.wav,5,a long sustained shattering with debris,35,1,0.9034,4.7201,14.2629
impact,381599,snd_ImpactNormalWood02.wav,5,a long sustained shattering with debris,35,1,0.8408,4.2147,13.9739
impact,381600,snd_ImpactMediumWall04.wav,5,a long sustained shattering with debris,35,1,0.8135,4.0324,14.6043
impact,381601,snd_ImpactMediumWall05.wav,5,a long sustained shattering with debris,35,1,0.8309,4.1892,14.2987
impact,381602,snd_ImpactNormalWood05.wav,5,a long sustained shattering with debris,35,1,0.8896,4.3354,14.0173
impact,381603,snd_ImpactSmallMetal01.wav,5,a long sustained shattering with debris,35,1,0.7965,5.0757,14.4416
impact,381604,snd_ImpactNormalWood03.wav,5,a long sustained shattering with debris,35,1,0.8102,4.0786,13.9491
impact,381606,snd_ImpactSmallWood05.wav,5,a long sustained shattering with debris,35,1,0.698,4.7393,13.7399
impact,381607,snd_ImpactMediumMetal02.wav,5,a long sustained shattering with debris,35,1,0.8554,4.3342,14.615
impact,381608,snd_ImpactMediumMetal01.wav,5,a long sustained shattering with debris,35,1,0.8894,4.6315,14.4219
impact,381609,snd_ImpactHeavyWood03.wav,5,a long sustained shattering with debris,35,1,0.8393,4.6854,13.8315
impact,381611,snd_ImpactMediumWall01.wav,5,a long sustained shattering with debris,35,1,0.895,4.0922,14.5583
impact,381612,snd_ImpactMediumMetal05.wav,5,a long sustained shattering with debris,35,1,0.8374,4.8304,15.0524
impact,381613,snd_ImpactMediumMetal04.wav,5,a long sustained shattering with debris,35,1,0.8705,4.8706,14.7241
impact,381615,snd_ImpactMediumWall03.wav,5,a long sustained shattering with debris,35,1,0.8414,4.1068,14.5371
impact,381616,snd_ImpactMediumWall02.wav,5,a long sustained shattering with debris,35,1,0.8198,4.0595,14.8167
impact,381618,snd_ImpactSmallWall04.wav,5,a long sustained shattering with debris,35,1,0.8452,4.4602,14.4786
impact,381619,snd_ImpactSmallMetal05.wav,5,a long sustained shattering with debris,35,1,0.7054,4.9122,15.0409
impact,381620,snd_ImpactSmallMetal04.wav,5,a long sustained shattering with debris,35,1,0.8073,5.079,14.6461
impact,381621,snd_ImpactSmallMetal07.wav,5,a long sustained shattering with debris,35,1,0.8327,4.9899,15.1462
impact,381622,snd_ImpactSmallMetal06.wav,5,a long sustained shattering with debris,35,1,0.8512,4.9473,15.1574
impact,381623,snd_ImpactSmallWall01.wav,5,a long sustained shattering with debris,35,1,0.8321,4.7488,14.1294
impact,381624,snd_ImpactSmallMetal08.wav,5,a long sustained shattering with debris,35,1,0.8756,4.7967,15.1349
impact,386312,Impact wrench - Run on bench,6,a synthetic electronic sound effect,26,0,0.3149,4.7303,12.875
impact,386313,Impact wrench - Run on bench short,1,a single sharp instant crack,22,0,0.345,4.6606,12.8923
impact,386315,Impact wrench - Chicago Pneumatic model A - Start on bench 1,1,a single sharp instant crack,22,0,0.4924,4.6747,12.9953
impact,406260,hit - hollow 01.wav,3,a short clean tap or click,24,0,0.8324,0.1089,11.6019
impact,406270,hit - wooden 04.wav,3,a short clean tap or click,24,0,0.7498,0.2635,11.4816
impact,406271,hit - wooden 03.wav,3,a short clean tap or click,24,0,0.7239,0.3553,11.5476
impact,406274,hit - wooden 08.wav,3,a short clean tap or click,24,0,0.7724,0.3388,11.4554
impact,406275,hit - wooden 07.wav,3,a short clean tap or click,24,0,0.8405,0.4822,11.6869
impact,406276,hit - wooden 06.wav,3,a short clean tap or click,24,0,0.7229,0.2148,11.4781
impact,406487,hit - metallic - basketball hoop supports 02.wav,2,a bright high-pitched metallic ring,28,0,0.6659,-0.9905,11.4407
impact,406488,hit - metallic - basketball hoop supports 01.wav,2,a bright high-pitched metallic ring,28,0,0.5913,-0.7793,11.5201
impact,406491,hit - metallic - lawn chair 01.wav,2,a bright high-pitched metallic ring,28,0,0.5884,-0.2785,11.474
impact,406526,hit - metallic - trailer - back of metal trailer 03.wav,2,a bright high-pitched metallic ring,28,0,0.7334,-1.8671,11.6079
impact,406527,hit - metallic - trailer - back of metal trailer 02.wav,2,a bright high-pitched metallic ring,28,0,0.7561,-1.9044,11.6781
impact,406554,hit - metallic - natural gas tank 01.wav,2,a bright high-pitched metallic ring,28,0,0.7812,-1.4217,11.4317
impact,406555,hit - metallic - metal pipe 02.wav,3,a short clean tap or click,24,0,0.6078,-0.079,11.6227
impact,406556,hit - metallic - metal pipe 01.wav,3,a short clean tap or click,24,0,0.6241,-0.1413,11.6188
impact,414834,HIT me.mp3,7,a dry organic recorded thud,31,0,0.6615,10.0152,7.4782
impact,429161,bass impact 1.wav,7,a dry organic recorded thud,31,0,0.4276,10.1934,7.9424
impact,429166,generic impact 1.wav,7,a dry organic recorded thud,31,0,0.4778,4.5675,13.3136
impact,556914,03_D#_death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.849,11.7309,5.4071
impact,556915,02_D_death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.8579,11.8712,5.4635
impact,556917,00_C_death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.8705,11.8486,5.6037
impact,556918,04_E._death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.8787,11.8157,5.581
impact,556923,08_G#_death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.8821,12.0457,5.5946
impact,556924,07_G_death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.8757,11.893,5.508
impact,556925,06_F#_death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.8749,11.8585,5.4716
impact,556926,05_F_death_metal_guitar_hit.wav,4,a noisy distorted blast,14,0,0.8675,12.019,5.6877
impact,581559,Metal Bars_Hit4.wav,2,a bright high-pitched metallic ring,28,0,0.7877,-2.0267,10.6373
impact,581560,Metal Bars_Hit3.wav,2,a bright high-pitched metallic ring,28,0,0.8036,-2.0571,10.5688
impact,581561,Metal Bars_Hit2.wav,2,a bright high-pitched metallic ring,28,0,0.6381,-2.2299,10.4897
impact,581562,Metal Bars_Hit10.wav,2,a bright high-pitched metallic ring,28,0,0.6808,-2.153,10.4241
impact,581563,Metal Bars_Hit6.wav,2,a bright high-pitched metallic ring,28,0,0.7205,-2.0924,10.5716
impact,581564,Metal Bars_Hit5.wav,2,a bright high-pitched metallic ring,28,0,0.5087,-2.1018,10.3747
impact,581565,Metal Bars_Hit8.wav,2,a bright high-pitched metallic ring,28,0,0.7508,-2.0514,10.4394
impact,581566,Metal Bars_Hit7.wav,2,a bright high-pitched metallic ring,28,0,0.6487,-2.1858,10.393
impact,678424,hardhit3 (full hard hits).mp3,0,a deep low boom or rumble,20,0,0.663,0.9704,13.2951
impact,794155,kicks bass impacts subs by CVLTIV8R 61.wav,7,a dry organic recorded thud,31,0,0.3591,9.4079,6.7943
impact,794156,kicks bass impacts subs by CVLTIV8R 62.wav,7,a dry organic recorded thud,31,0,0.8087,10.0552,7.4739
impact,794157,kicks bass impacts subs by CVLTIV8R 63.wav,7,a dry organic recorded thud,31,0,0.6864,9.6593,7.4674
impact,794158,kicks bass impacts subs by CVLTIV8R 64.wav,1,a single sharp instant crack,22,0,0.6784,11.1415,7.0694
impact,794159,kicks bass impacts subs by CVLTIV8R 65.wav,7,a dry organic recorded thud,31,0,0.7581,9.9774,7.6142
impact,794160,kicks bass impacts subs by CVLTIV8R 66.wav,7,a dry organic recorded thud,31,0,0.5808,9.7792,6.7122
impact,794161,kicks bass impacts subs by CVLTIV8R 67.wav,7,a dry organic recorded thud,31,0,0.5973,9.7549,6.6169
impact,794162,kicks bass impacts subs by CVLTIV8R 68.wav,7,a dry organic recorded thud,31,0,0.7949,10.0103,7.4129
impact,794163,kicks bass impacts subs by CVLTIV8R 69.wav,7,a dry organic recorded thud,31,0,0.5977,10.3119,7.443
impact,794164,kicks bass impacts subs by CVLTIV8R 7.wav,7,a dry organic recorded thud,31,0,0.7371,9.7388,7.2157
impact,794165,kicks bass impacts subs by CVLTIV8R 70.wav,7,a dry organic recorded thud,31,0,0.7241,9.4176,7.3231
impact,794166,kicks bass impacts subs by CVLTIV8R 71.wav,1,a single sharp instant crack,22,0,0.8098,10.7654,7.688
impact,794167,kicks bass impacts subs by CVLTIV8R 72.wav,7,a dry organic recorded thud,31,0,0.8261,9.7921,7.2128
impact,794168,kicks bass impacts subs by CVLTIV8R 73.wav,7,a dry organic recorded thud,31,0,0.6298,10.5571,7.4217
impact,794169,kicks bass impacts subs by CVLTIV8R 74.wav,7,a dry organic recorded thud,31,0,0.8492,9.5144,6.9244
impact,794170,kicks bass impacts subs by CVLTIV8R 75.wav,7,a dry organic recorded thud,31,0,0.7756,9.6569,7.1716
impact,794172,kicks bass impacts subs by CVLTIV8R 77.wav,7,a dry organic recorded thud,31,0,0.7425,9.0996,7.2852
impact,794173,kicks bass impacts subs by CVLTIV8R 78.wav,7,a dry organic recorded thud,31,0,0.6754,9.5256,6.5798
impact,794174,kicks bass impacts subs by CVLTIV8R 79.wav,7,a dry organic recorded thud,31,0,0.7451,9.1247,7.3237
impact,794175,kicks bass impacts subs by CVLTIV8R 8.wav,7,a dry organic recorded thud,31,0,0.7747,9.226,7.1393
impact,794177,kicks bass impacts subs by CVLTIV8R 81.wav,7,a dry organic recorded thud,31,0,0.7348,9.1768,6.7232
impact,794178,kicks bass impacts subs by CVLTIV8R 82.wav,7,a dry organic recorded thud,31,0,0.831,9.0404,6.9703
impact,794180,kicks bass impacts subs by CVLTIV8R 84.wav,1,a single sharp instant crack,22,0,0.7386,10.6952,7.6418
impact,794181,kicks bass impacts subs by CVLTIV8R 85.wav,7,a dry organic recorded thud,31,0,0.7534,8.9159,7.248
impact,794182,kicks bass impacts subs by CVLTIV8R 86.wav,1,a single sharp instant crack,22,0,0.6576,10.7262,7.5712
impact,794183,kicks bass impacts subs by CVLTIV8R 87.wav,1,a single sharp instant crack,22,0,0.8078,10.9879,7.5992
impact,794186,kicks bass impacts subs by CVLTIV8R 9.wav,7,a dry organic recorded thud,31,0,0.8323,9.2153,7.3824
